0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
ID,送礼UID,送礼人,家族ID,收礼UID,收礼人,家族ID,礼物ID,礼物名,礼物数量,金币,星光值,送礼时间,场景,对应ID
1456290557,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524092638559,glaizamarierueda,1692840,168,钻石Diamond,1,198,198,"2022-06-15 07:17:57",KTV,1014945
1456285269,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,2048,"幸运礼盒Lucky Box",3,30,9,"2022-06-15 07:12:53",KTV,1014945
1456285163,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,2047,"幸运金币Lucky Coin",4,20,12,"2022-06-15 07:12:47",KTV,1014945
1456281913,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,168,钻石Diamond,1,198,198,"2022-06-15 07:09:34",KTV,1014945
1456280615,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,168,钻石Diamond,1,198,198,"2022-06-15 07:08:12",KTV,1014945
1456080460,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,4609143388241920,🔥🔥🎥🎥♏️☪️🌸Ꭰj𝑷𝒐𝒍𝒛🌸🇯🇵,1518091,2073,"开心小人Happy Boy",1,18,18,"2022-06-15 03:33:22",直播,303092749
1456080270,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,4609143388241920,🔥🔥🎥🎥♏️☪️🌸Ꭰj𝑷𝒐𝒍𝒛🌸🇯🇵,1518091,1791,"圣诞袜Christmas Stocking",1,48,48,"2022-06-15 03:33:07",直播,303092749
1456075086,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,4609143388241920,🔥🔥🎥🎥♏️☪️🌸Ꭰj𝑷𝒐𝒍𝒛🌸🇯🇵,1518091,2073,"开心小人Happy Boy",1,18,18,"2022-06-15 03:27:34",直播,303092749
1456072436,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,4609143388241920,🔥🔥🎥🎥♏️☪️🌸Ꭰj𝑷𝒐𝒍𝒛🌸🇯🇵,1518091,2085,"摩天轮Ferris Wheel",1,300,300,"2022-06-15 03:24:48",直播,303092749
1456072221,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,4609143388241920,🔥🔥🎥🎥♏️☪️🌸Ꭰj𝑷𝒐𝒍𝒛🌸🇯🇵,1518091,2085,"摩天轮Ferris Wheel",1,300,300,"2022-06-15 03:24:33",直播,303092749
1455411017,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-14 14:08:33",KTV,1345397
1455405061,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1949,Clown小丑,3,54,54,"2022-06-14 14:04:47",KTV,1345397
1455404178,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1949,Clown小丑,5,90,90,"2022-06-14 14:04:09",KTV,1345397
1455404065,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1949,Clown小丑,8,144,144,"2022-06-14 14:04:05",KTV,1345397
1455403882,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,1949,Clown小丑,17,306,306,"2022-06-14 14:03:57",KTV,1345397
1455398062,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,281474981507693,🄾🄽🅂✪ᶜᵒᶜᵃᵖᵗ🛡️ALJOON🛡️,1262159,1949,Clown小丑,28,504,504,"2022-06-14 13:59:43",KTV,1345397
1455397647,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,281474981507693,🄾🄽🅂✪ᶜᵒᶜᵃᵖᵗ🛡️ALJOON🛡️,1262159,2048,"幸运礼盒Lucky Box",4,40,12,"2022-06-14 13:59:26",KTV,1345397
1455397414,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,281474981507693,🄾🄽🅂✪ᶜᵒᶜᵃᵖᵗ🛡️ALJOON🛡️,1262159,168,钻石Diamond,1,198,198,"2022-06-14 13:59:16",KTV,1345397
1455395583,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,168,钻石Diamond,1,198,198,"2022-06-14 13:58:01",KTV,1345397
1455394417,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-14 13:57:06",KTV,1345397
1455226722,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-14 11:55:55",KTV,781658
1455161527,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,97,花环Wreath,1,99,99,"2022-06-14 11:07:15",KTV,781658
1455159934,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-14 11:05:45",KTV,781658
1455159200,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-14 11:04:59",KTV,781658
1455153146,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-14 10:58:47",KTV,781658
1455098358,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049123938553,ONS😇Junrich.🧚‍♀️🧚‍♀️,1262159,1468,"音乐盒Music box",1,18,18,"2022-06-14 10:03:00",KTV,781658
1455091366,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898981927056,🎧❤️MR-L.U.X❤️🎧,800262,168,钻石Diamond,1,198,198,"2022-06-14 09:55:48",KTV,781658
1455086887,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12666373956679537,Aracely01_TadhanaFaM,1692840,2047,"幸运金币Lucky Coin",4,20,12,"2022-06-14 09:51:04",KTV,781658
1455086304,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12666373956679537,Aracely01_TadhanaFaM,1692840,2005,"金气球Gold Balloon",1,3,3,"2022-06-14 09:50:33",KTV,781658
1455084367,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524095888373,❤ONS❤Ccap🔥Alea_Gwen🔥,1262159,2012,"冰棒Ice Lolly",1,12,12,"2022-06-14 09:48:53",KTV,781658
1455077231,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898981927056,🎧❤️MR-L.U.X❤️🎧,800262,2047,"幸运金币Lucky Coin",3,15,9,"2022-06-14 09:41:48",KTV,781658
1455074442,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-14 09:39:05",KTV,781658
1455073440,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049123938553,ONS😇Junrich.🧚‍♀️🧚‍♀️,1262159,2048,"幸运礼盒Lucky Box",2,20,6,"2022-06-14 09:37:57",KTV,781658
1455069583,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1688849863167898,♡Lian♡Bolivar♡,1583424,2047,"幸运金币Lucky Coin",4,20,12,"2022-06-14 09:33:57",KTV,781658
1455067355,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8444249307665808,🔥🤴🌎❣️Jhing❣️💙💜❣️,686133,2012,"冰棒Ice Lolly",1,12,12,"2022-06-14 09:31:36",KTV,781658
1455066733,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8444249307665808,🔥🤴🌎❣️Jhing❣️💙💜❣️,686133,2047,"幸运金币Lucky Coin",5,25,15,"2022-06-14 09:30:53",KTV,781658
1455064432,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524095888373,❤ONS❤Ccap🔥Alea_Gwen🔥,1262159,1468,"音乐盒Music box",1,18,18,"2022-06-14 09:28:35",KTV,781658
1455060180,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,168,钻石Diamond,1,198,198,"2022-06-14 09:24:19",作品,7036874473212748
1455036879,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049123938553,ONS😇Junrich.🧚‍♀️🧚‍♀️,1262159,2005,"金气球Gold Balloon",1,3,3,"2022-06-14 08:59:48",KTV,781658
1454962200,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-14 07:38:07",作品,10414574166544567
1454962121,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,879,直播couple,1,9,9,"2022-06-14 07:38:00",作品,10414574166544567
1454578717,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898975402669,คŞtคrs✨Toto🍎,1319445,2047,"幸运金币Lucky Coin",2,10,6,"2022-06-14 01:04:54",KTV,1012272
1454577987,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898975402669,คŞtคrs✨Toto🍎,1319445,2047,"幸运金币Lucky Coin",4,20,12,"2022-06-14 01:04:06",KTV,1012272
1454577917,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898975402669,คŞtคrs✨Toto🍎,1319445,2047,"幸运金币Lucky Coin",3,15,9,"2022-06-14 01:04:02",KTV,1012272
1454577423,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-14 01:03:26",KTV,1012272
1454576285,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-14 01:02:05",KTV,1012272
1454113659,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1970324841447687,ONs☘️BoSs🔥ySSATruly,1262159,159,果汁Juice,1,129,129,"2022-06-13 14:47:33",KTV,1435164
1454084579,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574143287260,🌷🅾️NS🌷C0Cap🌷LadyJh0🌷,1262159,1468,"音乐盒Music box",1,18,18,"2022-06-13 14:25:56",KTV,1435164
1454078961,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,2047,"幸运金币Lucky Coin",4,20,12,"2022-06-13 14:22:04",KTV,1435164
1454078732,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,2047,"幸运金币Lucky Coin",6,30,18,"2022-06-13 14:21:54",KTV,1435164
1454078484,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,2048,"幸运礼盒Lucky Box",4,40,12,"2022-06-13 14:21:43",KTV,1435164
1454078084,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,168,钻石Diamond,1,198,198,"2022-06-13 14:21:27",KTV,1435164
1454072619,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524097156465,Ons🌹🌹momshielove❤️❤️,1262159,60,"金麦克Gold Mic",1,48,48,"2022-06-13 14:17:38",KTV,1435164
1454069456,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3940649678130133,🌺ONS🌺PION🦂,1262159,12,玫瑰Rose,1,3,3,"2022-06-13 14:15:32",KTV,1435164
1454067634,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3940649678130133,🌺ONS🌺PION🦂,1262159,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-13 14:14:11",KTV,1435164
1454062523,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1970324841447687,ONs☘️BoSs🔥ySSATruly,1262159,2049,"招财猫Beckoning Cat",1,50,15,"2022-06-13 14:10:50",KTV,1435164
1454061904,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,1970324841447687,ONs☘️BoSs🔥ySSATruly,1262159,2048,"幸运礼盒Lucky Box",10,100,30,"2022-06-13 14:10:22",KTV,1435164
1454049017,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10414574144387128,🔱⚜ʷᵗ👛CoCapt💄FEBELYN,1262159,2079,旋转木马Merry-go-round,1,666,666,"2022-06-13 14:00:39",KTV,1435164
1454044303,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524097156465,Ons🌹🌹momshielove❤️❤️,1262159,2075,"糖果机Candy Machine",1,66,66,"2022-06-13 13:56:55",KTV,1435164
1454044057,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524097156465,Ons🌹🌹momshielove❤️❤️,1262159,2047,"幸运金币Lucky Coin",7,35,21,"2022-06-13 13:56:43",KTV,1435164
1454043279,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10977524097156465,Ons🌹🌹momshielove❤️❤️,1262159,252,比心Heart,1,3,3,"2022-06-13 13:56:09",KTV,1435164
1454040664,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-13 13:54:00",KTV,1435164
1454038660,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3940649678130133,🌺ONS🌺PION🦂,1262159,2048,"幸运礼盒Lucky Box",2,20,6,"2022-06-13 13:52:22",KTV,1435164
1454038502,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3940649678130133,🌺ONS🌺PION🦂,1262159,168,钻石Diamond,1,198,198,"2022-06-13 13:52:12",KTV,1435164
1454037200,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3940649678130133,🌺ONS🌺PION🦂,1262159,2047,"幸运金币Lucky Coin",7,35,21,"2022-06-13 13:51:16",KTV,1435164
1453865096,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12384898975402669,คŞtคrs✨Toto🍎,1319445,1949,Clown小丑,17,306,306,"2022-06-13 11:32:06",KTV,781658
1453850786,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-13 11:18:33",KTV,781658
1453804636,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,97,花环Wreath,1,99,99,"2022-06-13 10:33:22",KTV,1014945
1453803714,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,1998,"Baby duck 小鸭子",1,90,90,"2022-06-13 10:32:18",KTV,1014945
1453803651,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,879,直播couple,1,9,9,"2022-06-13 10:32:12",KTV,1014945
1453803336,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,2048,"幸运礼盒Lucky Box",4,40,12,"2022-06-13 10:31:49",KTV,1014945
1453803253,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,2071,"小熊玩偶Bear Doll",1,6,6,"2022-06-13 10:31:44",KTV,1014945
1453787053,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,168,钻石Diamond,1,198,198,"2022-06-13 10:14:52",KTV,1014945
1453786291,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,2047,"幸运金币Lucky Coin",2,10,6,"2022-06-13 10:14:08",KTV,1014945
1453786070,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,2048,"幸运礼盒Lucky Box",4,40,12,"2022-06-13 10:13:55",KTV,1014945
1453785913,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,2048,"幸运礼盒Lucky Box",5,50,15,"2022-06-13 10:13:45",KTV,1014945
1453785752,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,2047,"幸运金币Lucky Coin",6,30,18,"2022-06-13 10:13:35",KTV,1014945
1453785513,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-13 10:13:20",KTV,1014945
1453785344,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,8725724283431415,⚔️💘🌹ShAkirA🌹💘⚔️,704549,12,玫瑰Rose,1,3,3,"2022-06-13 10:13:07",KTV,1014945
1453776002,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-13 10:03:32",KTV,1014945
1453775687,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,98,"摇滚兔Rock Rabbit",1,498,498,"2022-06-13 10:03:16",KTV,1014945
1453775366,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,565,"钻石之吻Crystal kiss",1,69,69,"2022-06-13 10:03:00",KTV,1014945
1453774938,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,2079,旋转木马Merry-go-round,1,666,666,"2022-06-13 10:02:38",KTV,1014945
1452530543,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,12,玫瑰Rose,1,3,3,"2022-06-12 12:22:30",KTV,1014945
1452530481,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10133099166197834,🐻CAPT💞_💞dHadHa🐻,1692840,12,玫瑰Rose,1,3,3,"2022-06-12 12:22:28",KTV,1014945
1452514329,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,11540474051652743,🌲ONS🌲jovielab🍀,1262159,879,直播couple,1,9,9,"2022-06-12 12:11:18",作品,11540474080592773
1452513952,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,11540474051652743,🌲ONS🌲jovielab🍀,1262159,252,比心Heart,1,3,3,"2022-06-12 12:10:59",作品,11540474080592773
1452513870,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,11540474051652743,🌲ONS🌲jovielab🍀,1262159,646,王冠Crown,1,9,9,"2022-06-12 12:10:55",作品,11540474080592773
1449249827,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,2047,"幸运金币Lucky Coin",2,10,6,"2022-06-10 09:41:47",KTV,1014945
1449249681,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,2047,"幸运金币Lucky Coin",3,15,9,"2022-06-10 09:41:40",KTV,1014945
1449249528,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,2047,"幸运金币Lucky Coin",3,15,9,"2022-06-10 09:41:34",KTV,1014945
1449249429,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,2047,"幸运金币Lucky Coin",3,15,9,"2022-06-10 09:41:29",KTV,1014945
1449249257,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,2047,"幸运金币Lucky Coin",3,15,9,"2022-06-10 09:41:22",KTV,1014945
1449248857,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,3659174702362117,🦋🇲​🇦​🇱​🇩​🇮​🇹​🇦​_28🦋,1692840,556,"热气球Hot Air Balloon",1,300,300,"2022-06-10 09:41:07",KTV,1014945
1449232102,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049118940129,𖤓⃝𝙇𝙄𝙂𝘼༽𖤓𝕄𝔸𝔻𝕐𝕃𝕃𝔼¹³🎥🎥¹,2008797,2047,"幸运金币Lucky Coin",4,20,12,"2022-06-10 09:29:59",KTV,530808
1449231374,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049118940129,𖤓⃝𝙇𝙄𝙂𝘼༽𖤓𝕄𝔸𝔻𝕐𝕃𝕃𝔼¹³🎥🎥¹,2008797,2012,"冰棒Ice Lolly",1,12,12,"2022-06-10 09:29:29",KTV,530808
1449228716,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,0,,,64,弹幕(VIP),1,3,3,"2022-06-10 09:27:39",KTV,530808
1449226238,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12666373954378098,🎤🎶🎼Audreyjoy🎼🎶🎤,,1527,鱼Fish,1,9,9,"2022-06-10 09:25:48",KTV,530808
1449226173,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12666373954378098,🎤🎶🎼Audreyjoy🎼🎶🎤,,1996,Cheers干杯,1,9,9,"2022-06-10 09:25:46",KTV,530808
1449226062,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,12666373954378098,🎤🎶🎼Audreyjoy🎼🎶🎤,,2071,"小熊玩偶Bear Doll",1,6,6,"2022-06-10 09:25:40",KTV,530808
1449213176,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049116530168,𖤓⃝𝙇𝙄𝙂𝘼༽𖤓𝕋ℝ𝕀𝕏𝕀𝔸⚔🥷™️,2008797,2047,"幸运金币Lucky Coin",2,10,6,"2022-06-10 09:16:42",KTV,530808
1449212911,7036874422820548,🇯🇵KAILA.tadhana🇵🇭,1692840,10696049116530168,𖤓⃝𝙇𝙄𝙂𝘼༽𖤓𝕋ℝ𝕀𝕏𝕀𝔸⚔🥷™️,2008797,1468,"音乐盒Music box",1,18,18,"2022-06-10 09:16:31",KTV,530808
